icao24,registration,manufacturername,model,typecode,operator,operatorcallsign,operatoricao,operatoriata
06a1d9,A7-CGU,,,GLF6,,,,
495150,CS-TJP,,A321-251NX,A21N,Tap Portugal,AIR PORTUGAL,TAP,TP
3c4a04,D-ABPD,,,B789,,,,
ab5d52,N831NW,Airbus,A330-302,A333,,DELTA,DAL,
44065b,OE-LBW,Airbus,A320 214,A320,,AUSTRIAN,AUA,
3c66eb,D-AIWK,Airbus Industrie,A320-214,A320,Lufthansa,LUFTHANSA,DLH,LH
3c4b28,D-ABYH,Boeing,B747-830,B748,,LUFTHANSA,DLH,
424bd7,M-JCBB,,,GL7T,,,,
c04fe4,C-GEGP,,A330-343E,A333,Air Canada,AIR CANADA,ACA,AC
495292,CS-TTR,Airbus,A319 112,A319,,AIR PORTUGAL,TAP,
4d234f,9H-VUP,,,B38M,,,,
c030bb,C-FSLU,The Boeing Company,737-8 (Boeing),B38M,Air Canada,AIR CANADA,ACA,AC
494104,CS-PHD,Embraer,Phenom 300,E55P,,,,
748025,OD-MRM,Airbus,A320 232,A320,,CEDAR JET,MEA,
a9ab07,N722AN,Boeing,777-323ER,B77W,,AMERICAN,AAL,
4ca98a,EI-IMN,Airbus Industrie,A319-111,A319,,ALITALIA,AZA,
4b0291,HB-AZH,Embraer,E190-E2,E290,Helvetic Airways,HELVETIC,OAW,2L
406dce,G-HUET,Avions De Transport Regional,ATR 42-500,AT45,,AYLINE,AUR,
48af02,SP-LVC,,737-8 MAX,B38M,Lot Polish Airlines,POLLOT,LOT,LO
4079f6,G-TTNO,,A320 251N,A20N,British Airways,SPEEDBIRD,BAW,BA
aa9800,N782AM,Boeing,787-8,B788,Amx,AEROMEXICO,AMX,
4baa8e,TC-JTN,Airbus,A321 231SL,A321,,TURKAIR,THY,
485345,PH-BHM,Boeing,Boeing 787 9,B789,,KLM,KLM,
70c0fd,A4O-SG,,787-9 Dreamliner,B789,Oman Air,OMAN AIR,OMA,WY
5001db,T7-ME3,,A321-271NX,A21N,Middle East Airlines,CEDAR JET,MEA,ME
4404e9,OE-GGM,,,C68A,,,,
4691c1,SX-DNA,Airbus,A320 232SL,A320,,AEGEAN,AEE,
4952ca,CS-TVJ,Airbus,A320 251NSL,A20N,Tap Portugal,AIR PORTUGAL,TAP,TP
0200f8,CN-RGJ,Boeing,737NG 8B6/W,B738,,ROYALAIR MAROC,RAM,
a31a50,N29971,Boeing,787-9,B789,United Airlines,UNITED,UAL,UA
c030ef,C-FSNU,The Boeing Company,737-8 (Boeing),B38M,Air Canada,AIR CANADA,ACA,AC
e80471,CC-BGV,,,B789,,,,
4bb1c4,TC-LND,Airbus,A330 303,A333,,TURKAIR,THY,
4ca259,EI-DHD,The Boeing Company,BOEING 737-8AS,B738,,RYANAIR,RYR,
495298,CS-TTX,Embraer,EMB-195 AR,E195,,AIR PORTUGAL,TAP,
4baac9,TC-JVI,Boeing,737NG 8F2/W,B738,,TURKAIR,THY,
440667,OE-LBK,Airbus,A320 214,A320,,AUSTRIAN,AUA,
44004f,OE-LBQ,Airbus,A320 214,A320,,AUSTRIAN,AUA,
400fe0,G-EZBO,Airbus Sas,AIRBUS A319-111,A319,,EASY,EZY,
a4eacb,N416DX,Airbus,A330-941,A339,Delta Air Lines,DELTA,DAL,DL
486492,PH-NXI,,,E295,,,,
0a0026,7T-VJS,Boeing,737NG 6D6,B736,,AIR ALGERIE,DAH,
a7c30f,N6FE,Bombardier Inc,BD-700-1A10,CL35,,,,
4d22b0,9H-LOU,,,A320,,,,
a219ea,N2341U,Boeing,777-300ER,B77W,,UNITED,UAL,
89900e,B-16740,Boeing,777-35EER,B77W,Eva Airways Corporation - Taiwan,EVA,EVA,
392af3,F-GKXT,Airbus,A320 214,A320,,AIRFRANS,AFR,
4d22b3,9H-LMJ,,,A320,,,,
502cd7,YL-CSH,,Airbus A220-300,BCS3,,,,
aa7082,N772AN,Boeing,777-223,B772,,AMERICAN,AAL,
34604d,EC-MUZ,Boeing Company,737-85P,B738,Air Europa,EUROPA,AEA,UX
44d076,OO-TCV,Airbus,A320 214,A320,Brussels Airlines,BEE-LINE,BEL,SN
342107,EC-JDM,Airbus,A321 213,A321,,,IBS,
4690e4,SX-DGD,Airbus,A320 232,A320,Aegean Airlines,AEGEAN,AEE,A3
345645,EC-MXG,,,A320,,,,
4d21a2,9H-NEO,,,A20N,,,,
4005ba,G-VIIB,Boeing Company,BOEING 777-236,B772,,SPEEDBIRD,BAW,
49d38f,OK-VAN,Embraer,Phenom 100,E50P,Aerotaxi,AEROTAXI,ITE,
49526a,CS-TSJ,,,A21N,,,,
73806b,4X-EKS,Boeing,737NG 8HX/W,B738,El Al Israel Airlines,ELAL,ELY,LY
4c01eb,YU-APL,,,A319,,,,
a8b57e,N660P,Gulfstream Aerospace Corp,GVII-G600,GA6C,,,,
a1a2a2,N204UA,Boeing,777-222,B772,,UNITED,UAL,
4d214f,9H-ALJ,Dassault,Dassault Falcon 900EX,F900,,,,
4005c0,G-VIIH,Boeing Company,BOEING 777-236,B772,,SPEEDBIRD,BAW,
896409,A6-BLD,Boeing,787 9,B789,,ETIHAD,ETD,
34558e,EC-MSZ,,,B789,,,,
aad3c9,N797UA,Boeing,777-222,B772,,UNITED,UAL,
344646,EC-MEL,Airbus,A320 232SL,A320,,VUELING,VLG,
485a35,PH-BCL,Airbus Industrie,737-8K2,B738,Klm,KLM,KLM,KL
aacaac,N795AV,Boeing,787-8,B788,, S.A.,AVA,
40697c,G-EUYR,Airbus Sas,AIRBUS A320-232,A320,,SPEEDBIRD,BAW,
4cac23,EI-HGL,,,B38M,,,,
adfebb,95-00123,Cessna,UC-35A Citation,C560,,,,
4d2418,9H-EWH,,,A320,,,,
70c0f6,A4O-SE,,,B789,,,,
a4d483,N410DZ,Airbus,A330-941,A339,Delta Air Lines,DELTA,DAL,DL
4952c3,CS-TVC,Airbus,A320-251N,A20N,Tap Air Portugal,,,
3c0bd2,D-ATMJ,,Challenger 604 ,CL60,,,,
4841a6,PH-BXT,Boeing,737NG 9K2/W,B739,,KLM,KLM,
440159,OE-INA,,,A320,,,,
4009c6,G-EUUI,Airbus Sas,AIRBUS A320-232,A320,,SPEEDBIRD,BAW,
4ca764,EI-EFI,The Boeing Company,BOEING 737-8AS,B738,Ryanair,RYANAIR,RYR,FR
4076cc,G-TTNI,Airbus Industrie,A320-251N,A20N,British Airways,SPEEDBIRD,BAW,BA
3c64b0,D-AIEP,,,A21N,,,,
471f35,HA-LVH,,,A21N,,,,
a4bf95,N405DX,Airbus,A330-941,A339,Delta Air Lines,DELTA,DAL,DL
3c66b9,D-AIUY,Airbus,A320 214SL,A320,,LUFTHANSA,DLH,
494116,CS-PHV,,,E55P,,,,
4ca570,EI-DWK,The Boeing Company,BOEING 737-8AS,B738,,RYANAIR,RYR,
4794f2,LN-NIG,Boeing,737NG 8JP/W,B738,,NOR SHUTTLE,NAX,
3965a6,F-GZNG,Boeing,777 328ER,B77W,,AIRFRANS,AFR,
3c4a01,D-ABPA,Boeing,787-9 Dreamliner,B789,Lufthansa,LUFTHANSA,DLH,LH
4b17fe,HB-JCG,C Series Aircraft Limited Partnership,BD-500-1A11 (CS300),BCS3,Swiss International Air Lines Ltd.,SWISS,SWR,LX
394a14,F-GSQU,Boeing,Boeing 777-328(ER),B77W,Air France,AIRFRANS,AFR,AF
44cdcf,OO-SNO,,,A320,,,,
89639c,A6-EOC,Airbus,A380 861,A388,,EMIRATES,UAE,
39cea7,F-HTVH,,,B738,,,,
0a0079,7T-VKI,Boeing,737NG 8D6/W,B738,,AIR ALGERIE,DAH,
3c6659,D-AIRY,Airbus,A321 131,A321,,LUFTHANSA,DLH,LH
3c6754,D-AIZT,Airbus,A320 214SL,A320,,EUROWINGS,EWG,
4006c4,G-VIIS,Boeing Company,BOEING 777-236,B772,,SPEEDBIRD,BAW,
a0996b,N138FE,Boeing,767-300F,B763,Federal Express,FEDEX,FDX,FX
471efd,HA-LTD,Airbus Industries,A321,A321,Wizz Air,WIZZAIR,WZZ,W6
040203,ET-AYM,,A350-941,A359,Ethiopian Airlines,ETHIOPIAN,ETH,ET
76cdaf,9V-SMO,Airbus Industrie,A350-941,A359,Singapore Airlines,SINGAPORE,SIA,SQ
4ca798,EI-DTE,Airbus Industrie,A320-216,A320,,ALITALIA,AZA,
34631a,EC-NIU,Boeing,757-223PCF,B752,Swiftair,SWIFT,SWT,
ab6380,N833AA,Boeing,787-9,B789,,AMERICAN,AAL,
440118,OE-IBO,Boeing Aircraft Company,Boeing 737-490F,B734,Asl Airlines Belgium,QUALITY,TAY,3V
4d2101,9H-OLA,Diamond Aircraft,Twin Star DA42,DA42,,,,
3c644a,D-AIBJ,Airbus,A319 112,A319,,LUFTHANSA,DLH,
4bb284,TC-LTD,,A321-271NX,A21N,Turkish Airlines,TURKISH,THY,TK
3c5ee4,D-AGWD,Airbus,A319 132,A319,,GERMAN WINGS,GWI,
aae958,N802AN,Boeing,787-8,B788,American Airlines,AMERICAN,AAL,AA
345207,EC-MLD,Airbus,A321 231SL,A321,,VUELING,VLG,
440c34,OE-LSI,,,A20N,,,,
3c64f7,D-AIGW,Airbus,A340 313X,A343,,LUFTHANSA,DLH,
4b19b9,HB-JTH,,,FA8X,,,,
4851f5,PH-BVR,Boeing,Boeing 777-306(ER),B77W,Klm,KLM,KLM,KL
780bb6,B-2095,Boeing,Boeing 777-FFT,B77L,,,,
47c0d9,LN-FGI,,,B38M,,,,
896472,A6-EUH,Airbus,A380 861,A388,,EMIRATES,UAE,
4951d1,CS-TNQ,Airbus,A320 214SL,A320,,AIR PORTUGAL,TAP,
ab7fe6,N840AN,Boeing,787-9,B789,American Airlines,AMERICAN,AAL,AA
484b8f,PH-BGH,Boeing,737NG 7K2/W,B737,,KLM,KLM,
896183,A6-EED,Airbus,A380 861,A388,,EMIRATES,UAE,
440356,OE-FBT,Diamond Aircraft,Twin Star DA42,DA42,,,,
4b18f2,HB-JLQ,Airbus,A320-214,A320,Swiss International Air Lines,SWISS,SWR,LX
3c651a,D-AIHZ,Airbus,A340 642,A346,,LUFTHANSA,DLH,
4cad12,EI-HGZ,,,B38M,,,,
3949ea,F-GSPK,Boeing,777 228ER,B772,Air France,AIRFRANS,AFR,AF
40797a,G-ZBLD,,,B78X,,,,
4b1801,HB-JCJ,C Series Aircraft Limited Partnership,BD-500-1A11 (CS300),BCS3,Swiss International Air Lines,SWISS,SWR,LX
4ca757,EI-DSY,Airbus Industrie,A320-216,A320,,ALITALIA,AZA,
3c64a3,D-AIEC,Airbus,321-271NX,A21N,Deutsche Lufthansa Ag - Germany,LUFTHANSA,DLH,
4d2218,9H-QBN,,,B738,,,,
4baa65,TC-JSE,Airbus,A321 231SL,A321,,TURKAIR,THY,
3c65c7,D-AING,Airbus,Airbus A320 271NSL,A20N,,LUFTHANSA,DLH,
ac291f,N883BM,,,B788,,,,
502cce,YL-CSE,Bombardier,C Series 300,BCS3,,AIRBALTIC,BTI,
44029f,OE-LXD,,,A320,,,,
407d75,G-TTNS,,,A20N,,,,
a9d640,N733AR,Boeing,777-323ER,B77W,,AMERICAN,AAL,
0200ae,CN-ROY,Boeing,737NG 8B6/W,B738,,ROYALAIR MAROC,RAM,
440181,OE-LQG,Airbus,A319-111,A319,Easyjet,EASY,EZY,U2
406f7a,G-ZBKN,Boeing Company,BOEING 787-9 Dreamliner,B789,,SPEEDBIRD,BAW,
3c6662,D-AISB,Airbus,A321 231,A321,,LUFTHANSA,DLH,
a1f5ff,N2250U,Boeing,777-300ER,B77W,United Airlines - Inc. - United States Of America,UNITED,UAL,UA
406ecc,G-VFAN,Boeing Company,BOEING 787-9 Dreamliner,B789,Virgin Atlantic Airways,VIRGIN,VIR,VS
3c55c8,D-AENH,,,A20N,,,,
3c66e1,D-AIWA,Airbus,A320 214SL,A320,,LUFTHANSA,DLH,
4b1918,HB-JNC,Boeing,777-3DEER,B77W,Swiss International Air Lines,SWISS,SWR,LX
8880e0,VN-A862,Boeing,787 9,B789,,VIET NAM AIRLINES,HVN,
aae6d5,N801NW,Airbus,A330-323,A333,,DELTA,DAL,
39644e,F-GZCO,Airbus,A330 203,A332,,AIRFRANS,AFR,
4b028e,HB-AZE,Embraer,E190-E2,E290,Helvetic Airways,HELVETIC,OAW,2L
4cacb4,EI-SIA,,,A20N,,,,
e8045b,CC-BGN,Boeing,787 9,B789,,LAN,LAN,
44ccd0,OO-SFP,Airbus Industrie,A330-343,A333,Brussels Airlines,BEE-LINE,BEL,SN
484c52,PH-EZN,Embraer,EMB-190 STD,E190,,CITY,KLC,
3c6443,D-AIBC,Airbus,A319 112,A319,,LUFTHANSA,DLH,
4b1a37,HB-JYD,Airbus,A320-214,A320,Easyjet Switzerland Sa,,,
3c56ef,D-AEWO,Airbus,A320 214SL,A320,,EUROWINGS,EWG,
484444,PH-AOE,Airbus,A330 203,A332,,KLM,KLM,
34469a,EC-MGZ,Airbus,A321 231SL,A321,,VUELING,VLG,
34654b,EC-NLJ,,,A321,,,,
896176,A6-EWD,Boeing,777 21HLR,B77L,,EMIRATES,UAE,
48af05,SP-LVF,Boeing Commercial Aircraft,737 MAX 8,B38M,Lot Polish Airlines,POLLOT,LOT,LO
4bb262,TC-LSB,Airbus,Airbus 321-271NX,A21N,Thy Turkish Airlines,TURKAIR,THY,
39e68d,F-HZUN,,,BCS3,,,,
4caa6d,EI-EJO,Airbus Industrie,A330-202,A332,Ita Airways,ALITALIA,AZA,AZ
89644a,A6-EPU,Boeing,777 300ER,B77W,,EMIRATES,UAE,
484f6d,PH-HSG,Boeing,Boeing 737NG 8K2/W,B738,,TRANSAVIA,TRA,
75044c,9M-MAE,,,A359,,,,
4843f3,PH-BQP,Boeing,777 206ER,B772,,KLM,KLM,
4ca80c,EI-EKL,The Boeing Company,BOEING 737-8AS,B738,,RYANAIR,RYR,
49410d,CS-PHM,,,E55P,,,,
3c1aeb,D-AZFA,,,E190,Wdl Aviation,WDL,WDL,WD
3c664d,D-AIRM,Airbus,A321 131,A321,,LUFTHANSA,DLH,
502d3e,YL-AAZ,,A220-300,BCS3,Air Baltic,AIRBALTIC,BTI,BT
3c5eee,D-AGWN,Airbus,A319 132,A319,,GERMAN WINGS,GWI,
04c159,5Y-KZG,Boeing,787 8,B788,Kenya Airways,KENYA,KQA,KQ
3c6570,D-AIKP,Airbus,A330-343E,A333,,LUFTHANSA,DLH,
a8d76b,N669UA,Boeing,767-322,B763,,UNITED,UAL,
39e680,F-HZUA,,A220-300,BCS3,Air France,AIRFRANS,AFR,AF
440b2f,OE-IWE,,,B738,,,,
39c423,F-HRBD,Boeing,787 9,B789,,AIRFRANS,AFR,
020124,CN-NMJ,Airbus,A320 214SL,A320,Air Arabia Maroc,Air Arabia,MAC,3O
4075ff,G-NEOR,,,A21N,,,,
3462c8,EC-NEN,,A330-202,A332,Level (iberia),,,
345108,EC-MJB,Airbus,A320 232SL,A320,,VUELING,VLG,
485785,PH-BHN,Boeing,Boeing 787-9,B789,Klm,KLM,KLM,KL
3e1cc5,D-ICCB,Textron Aviation,Citation M2,C25M,,,,
4d223a,9H-QCG,,,B738,Ryanair,RYANAIR,RYR,FR
346185,EC-NEA,Airbus,A320-271N,A20N,Vueling Airlines,VUELING,VLG,VY
8963ec,A6-EOO,Airbus,A380 861,A388,,EMIRATES,UAE,
406e65,G-EZOT,Airbus Sas,AIRBUS A320-214,A320,,EASY,EZY,
4850f6,PH-BVN,Boeing,777 306ER,B77W,,KLM,KLM,
345041,EC-MHA,Airbus,A321 231SL,A321,,VUELING,VLG,
780da9,B-2027,Boeing,777 F1B,B77L,,CHINA SOUTHERN,CSN,
3949e9,F-GSPJ,Boeing,777 228ER,B772,,AIRFRANS,AFR,
70209e,S2-AJX,,,B789,,,,
06a30c,A7-BFY,,,B77L,,,,
899038,B-16733,Boeing,777 300ER,B77W,,EVA,EVA,
3452c9,EC-MNZ,Airbus,A320 232SL,A320,,VUELING,VLG,
344693,EC-MES,Airbus,A320 232SL,A320,,VUELING,VLG,
400981,G-EUUF,Airbus Sas,AIRBUS A320-232,A320,,SPEEDBIRD,BAW,
ab538b,N829NW,Airbus,A330-302,A333,Delta Air Lines,DELTA,DAL,DL
440193,OE-IMC,,,B738,,,,
484fdf,PH-BCE,Boeing,737NG 8K2/W,B738,,KLM,KLM,
502ce6,YL-CSL,,,BCS3,Air Baltic,AIRBALTIC,BTI,BT
4bb268,TC-LSH,,A321-271NX,A21N,Turkish Airlines,TURKISH,THY,TK
3c6757,D-AIZW,Airbus,A320 214SL,A320,,LUFTHANSA,DLH,
4ba9cf,TC-JNO,Airbus,A330 343E,A333,,TURKAIR,THY,
4bb06f,TC-LCO,,,B38M,,,,
4d2468,9H-IMP,,,E35L,,,,
3c5b32,D-AFYR,,,A333,,,,
8964c2,A6-BLR,The Boeing Co.,787-9 Dreamliner,B789,Etihad Airways,ETIHAD,ETD,EY
4d2021,9H-AEK,Airbus,A320 214,A320,Air Malta,AIR MALTA,AMC,KM
407979,G-ZBLC,,,B78X,,,,
4ca8db,EI-ENP,The Boeing Company,BOEING 737-8AS,B738,,RYANAIR,RYR,
345543,EC-MRI,,CL-600-2E25 CRJ-1000,CRJX,Air Nostrum,AIR NOSTRUM,ANE,YW
a86ab5,N641UA,Boeing,767-322,B763,,UNITED,UAL,
4cad40,EI-SIM,,,A20N,,,,
40688f,G-ZBJB,Boeing Company,BOEING 787-8 Dreamliner,B788,British Airways,SPEEDBIRD,BAW,BA
4b1698,HB-IOM,Airbus,A321-212,A321,Swiss International Air Lines,SWISS,SWR,LX
485814,PH-EXT,Embraer,ERJ-175STD,E75L,Klm Cityhopper,KLM,KLC,WA
49d414,OK-JNB,,,L410,,,,
76cd70,9V-SKP,Airbus,A380 841,A388,,SINGAPORE,SIA,
440c96,OE-ICJ,,,A320,,,,
34368c,EC-LJX,Bombardier,Bombardier CRJ 1000 NG,CRJX,Air Nostrum,AIR NOSTRUM,ANE,YW
484133,PH-BXD,Boeing,737NG 8K2/W,B738,,KLM,KLM,
347247,EC-NST,,,A21N,,,,
485871,PH-EXV,Embraer,ERJ-190STD,E190,Klm Cityhopper,KLM,KLC,WA
a1f557,N225UA,Boeing,777-222,B772,,UNITED,UAL,
46b927,SX-NIG,,,A20N,,,,
ab5975,N830MH,Boeing,767-432ER,B764,,DELTA,DAL,
345613,EC-MTN,,,A319,Volotea,VOLOTEA,VOE,V7
34644c,EC-NIA,Airbus,A321-251NX,A21N,Iberia Express,IBEREXPRESS,IBS,I2
4ca643,EI-DYA,The Boeing Company,BOEING 737-8AS,B738,,RYANAIR,RYR,
501d1d,9A-CTH,Airbus,A319 112,A319,,CROATIA,CTN,
44046d,OE-ICI,,,A320,,,,
440669,OE-LBM,Airbus,A320 214,A320,,AUSTRIAN,AUA,
48436b,PH-BQD,Boeing,B777-206ER,B772,,KLM,KLM,
495266,CS-TSF,,A321-253N,A21N,,,,
aaba9a,N79011,Boeing,777-224,B772,,UNITED,UAL,
4951ce,CS-TNN,Airbus,A320 214,A320,,AIR PORTUGAL,TAP,
394c14,F-GTAU,Airbus,A321 212,A321,Air France,AIRFRANS,AFR,AF
484371,PH-BQK,Boeing,777 206ER,B772,,KLM,KLM,
346499,EC-NJY,,,A20N,,,,
344699,EC-MGY,Airbus,A321 231SL,A321,,VUELING,VLG,
3430cd,EC-KMI,Airbus,A320 216,A320,,VUELING,VLG,
896307,A6-ENE,Boeing,777 31HER,B77W,,EMIRATES,UAE,
343183,EC-KPB,Cessna,Citation XLS,C56X,,,,
4d225f,9H-QDR,,,B738,,,,
39e692,F-HZUS,,,BCS3,,,,
347206,EC-NSC,,A350-941,A359,Iberia Airlines,IBERIA,IBE,IB
342582,EC-KDT,Airbus,A320 216,A320,,VUELING,VLG,
3c64f0,D-AIGP,Airbus,A340 313X,A343,,LUFTHANSA,DLH,
4b1804,HB-JCM,C Series Aircraft Limited Partnership,BD-500-1A11 (CS300),BCS3,Swiss International Air Lines,SWISS,SWR,LX
39d30b,F-HUYL,,,B738,,,,
400879,G-EUPJ,Airbus Industrie,AIRBUS A319-131,A319,,SPEEDBIRD,BAW,
3424d4,EC-KDH,Airbus,A320 214,A320,,VUELING,VLG,
a4d838,N411DX,Airbus,A330-941,A339,Delta Air Lines,DELTA,DAL,DL
471f03,HA-LTJ,,,A321,,,,
4952a4,CS-TUD,,A330-900,A339,Tap Portugal,AIR PORTUGAL,TAP,TP
8964a0,A6-EQH,Boeing,                                                                       Boeing 777-300(ER),B77W,,EMIRATES,UAE,
39c420,F-HRBA,Boeing,787 9,B789,Air France,AIRFRANS,AFR,AF
0d0a9b,XA-ADH,,B787-9,B789,Aeroméxico,AEROMEXICO,AMX,AM
346458,EC-NJU,Airbus Industrie,A320-251N,A20N,Iberia Airlines,IBERIA,IBE,IB
781949,B-30F9,,A350-941,A359,China Southern Airlines,CHINA SOUTHERN,CSN,CZ
49d420,OK-SWK,,,B38M,,,,
346303,EC-NER,,,A20N,Iberia Airlines,IBERIA,IBE,IB
4841a5,PH-HZN,Boeing,737NG 8K2/W,B738,,TRANSAVIA,TRA,
440866,OE-FDT,Cessna,Citation Mustang,C510,,,,
4b1b1a,HB-KGW,,,SLG2,,,,
3c458f,D-AALO,Boeing,777-F,B77L,Aerologic,GERMAN CARGO,BOX,3S
4854c7,PH-HBJ,,,B738,,,,
3c648a,D-AIDJ,Airbus,A321 231,A321,,LUFTHANSA,DLH,
3c6433,D-AIAS,,,A321,,,,
45ac52,OY-KBR,Airbus,A319 131,A319,,SCANDINAVIAN,SAS,
440ced,OE-IXH,,,B738,,,,
440171,OE-LQW,,,A319,,,,
484558,PH-BGA,Boeing,Boeing 737NG 8K2/W,B738,,KLM,KLM,
3e2274,D-IEGA,Cessna,,C25A,Digajet,,,
3b7544,F-UJCS,,,A332,,,,
461f30,OH-LVC,Airbus,A319 112,A319,,FINNAIR,FIN,
4ca61b,EI-DWM,The Boeing Company,BOEING 737-8AS,B738,,RYANAIR,RYR,
407af5,G-XWBJ,,A350-1041,A35K,British Airways,SPEEDBIRD,BAW,BA
3c6446,D-AIBF,Airbus,A319 112,A319,,LUFTHANSA,DLH,
0a0078,7T-VKH,Boeing,737NG 8D6/W,B738,Air Algérie,AIR ALGERIE,DAH,AH
3c6658,D-AIRX,Airbus,A321 131,A321,,LUFTHANSA,DLH,
3c674e,D-AIZN,Airbus,A320 214,A320,,LUFTHANSA,DLH,
3443d5,EC-LVU,Airbus,A320 214SL,A320,,VUELING,VLG,
4d2369,9H-VUS,,,B38M,,,,
4ca621,EI-DWT,The Boeing Company,BOEING 737-8AS,B738,,RYANAIR,RYR,
3c64c5,D-AIFE,Airbus,A340 313X,A343,,LUFTHANSA,DLH,
4cad52,EI-HHI,,,BCS3,,,,
a4f5f0,N419DX,Airbus Sas,A330-941,A339,Delta Air Lines,DELTA,DAL,DL
398564,F-HBLE,Embraer,EMB-190 LR,E190,Hop!,AIR HOP,HOP,A5
407795,G-UZLC,,A320-251N,A20N,Easyjet,EASY,EZY,U2
4ca4ed,EI-DPI,The Boeing Company,BOEING 737-8AS,B738,,RYANAIR,RYR,
344341,EC-LTM,Boeing,737NG 85P/W,B738,Air Europa,EUROPA,AEA,UX
48c2a2,SP-RZC,,,B38M,,,,
3964f4,F-GZHU,Boeing,737NG 8K2/W,B738,,FRENCH SUN,TVF,
440cac,OE-LZO,,,A20N,,,,
4ca56a,EI-DWE,The Boeing Company,BOEING 737-8AS,B738,,RYANAIR,RYR,
8960e7,A6-EDF,Airbus,A380 861,A388,,EMIRATES,UAE,
345206,EC-MLE,Airbus,A320 232SL,A320,,VUELING,VLG,
4ac9ec,SE-ROL,,,A20N,Scandinavian Airlines,SCANDINAVIAN,SAS,SK
7c4926,VH-OQG,Airbus Industrie,A380-842,A388,,QANTAS,QFA,
485d61,PH-DWA,Embraer Harbin Cn,Embraer 145LI,E145,Jetnetherlands B.v. - Netherlands,,JNL,
4851b0,PH-BHE,Boeing,787 9,B789,,KLM,KLM,
34620b,EC-NFI,Airbus Industrie,A320-271N,A20N,Vueling Airlines,VUELING,VLG,VY
34440b,EC-LVV,Airbus,A320 232SL,A320,,VUELING,VLG,
4078de,G-ZBLB,Boeing Charleston (chs),Boeing 787-10,B78X,British Airways,SANTA,XMS,
4841c4,PH-CKB,Boeing,747 406ERF,B744,,KLM,KLM,
40688c,G-XLEB,Airbus Sas,AIRBUS A380-841,A388,,SPEEDBIRD,BAW,
4851f7,PH-BVU,Boeing,Boeing 777 300ER,B77W,,KLM,KLM,
300554,I-ADJP,Embraer,EMB-195 LR,E195,,DOLOMOTI,DLA,
76cda1,9V-SMA,Airbus,A350 941,A359,,SINGAPORE,SIA,
490d04,CS-CHD,Bombardier,Challenger 350,CL35,,,,
440358,OE-FGC,,,C25M,,,,
40792f,G-TTNL,Airbus Industrie,A320-251N,A20N,British Airways,SPEEDBIRD,BAW,BA
3450d8,EC-MIG,Boeing,787 8,B788,,EUROPA,AEA,
3c55ed,D-AEOM,,,CL60,,,,
34615a,EC-NBM,Boeing Company,B787-9,B789,Air Europa,EUROPA,AEA,UX
3c70ca,D-ALFJ,,777-F1H,B77L,Lufthansa Cargo,LUFTHANSA CARGO,GEC,LH
49514c,CS-TJL,Airbus,A321 251N,A21N,Tap Portugal,AIR PORTUGAL,TAP,TP
346188,EC-NGB,Airbus Industrie,A319-111,A319,Vueling Airlines,VUELING,VLG,VY
44ce72,OO-SSR,Airbus,A319 112,A319,Brussels Airlines,BEE-LINE,BEL,SN
3965b1,F-GZNR,Boeing,777 328ER,B77W,,AIRFRANS,AFR,
89659b,A6-XWE,,,A35K,,,,
4951cb,CS-TNK,Airbus,A320 214,A320,,AIR PORTUGAL,TAP,
45ac30,OY-KAP,Airbus,A320 232,A320,,SCANDINAVIAN,SAS,
344156,EC-LOB,Airbus,A320 214,A320,,VUELING,VLG,
89648a,A6-BLJ,Boeing,787 9,B789,,ETIHAD,ETD,
440606,OE-LZC,,,A320,,,,
344696,EC-MFM,Airbus,A320 232SL,A320,,VUELING,VLG,
3444c4,EC-LZJ,Airbus,A330 302,A333,,IBERIA,IBE,
780aec,B-2042,Boeing,777 F1B,B77L,,CHINA SOUTHERN,CSN,
a05646,N12010,Boeing,787-10,B78X,United Airlines,UNITED,UAL,UA
44d1a2,OO-TMB,,,B38M,,,,
485b42,PH-BKA,,Boeing 787-10,B78X,Klm Royal Dutch Airlines (koninklijke Luchtvaart Maatschappij N.v.) - Netherlands,KLM,KLM,KL
485207,PH-EXF,Embraer,EMB-190 STD,E190,,CITY,KLC,WA
4692ce,SX-DVN,Airbus,A320 232,A320,,AEGEAN,AEE,
500262,T7-SAS,,,GALX,,,,
495307,CS-TXG,,A321-251NX(LR),A21N,Tap Portugal,AIR PORTUGAL,TAP,TP
781225,B-8865,,,A333,,,,
4853f4,PH-EXJ,Embraer,Embraer EMB-175 200STD,E75L,Klm Cityhopper,KLM,KLC,WA
e48ba8,PT-MUE,Boeing,777 32WER,B77W,,TAM,TAM,
48436e,PH-BQG,Boeing,777-206ER,B772,Klm,KLM,KLM,KL
48506b,PH-TFK,Boeing,787 8,B788,,ARKEFLY,TFL,
06a1e7,A7-BFJ,Boeing,777 FDZ,B77L,Qatar Airways Cargo,QATARI,QTR,
44a826,OO-JAF,Boeing,737NG 8K5/W,B738,,BEAUTY,JAF,
4079cd,G-VEVE,,A350-1041,A35K,Virgin Atlantic Airways,VIRGIN,VIR,VS
48af07,SP-LVH,,,B38M,,,,
4aca0d,SE-RPM,Boeing,737-8JP (W),B738,Norwegian Air Shuttle A.s. T/a Norwegian - Norway,NOR SHUTTLE,NAX,
76cd6d,9V-SKM,Airbus,A380 841,A388,,SINGAPORE,SIA,
